"gene","hgnc_symbol","description","gene_biotype"
"ENSG00000010219","DYRK4","dual specificity tyrosine phosphorylation regulated kinase 4 [Source:HGNC Symbol;Acc:HGNC:3095]","protein_coding"
"ENSG00000010244","ZNF207","zinc finger protein 207 [Source:HGNC Symbol;Acc:HGNC:12998]","protein_coding"
"ENSG00000010256","UQCRC1","ubiquinol-cytochrome c reductase core protein 1 [Source:HGNC Symbol;Acc:HGNC:12585]","protein_coding"
"ENSG00000010270","STARD3NL","STARD3 N-terminal like [Source:HGNC Symbol;Acc:HGNC:19169]","protein_coding"
"ENSG00000010278","CD9","CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]","protein_coding"
"ENSG00000010282","HHATL","hedgehog acyltransferase like [Source:HGNC Symbol;Acc:HGNC:13242]","protein_coding"
"ENSG00000010292","NCAPD2","non-SMC condensin I complex subunit D2 [Source:HGNC Symbol;Acc:HGNC:24305]","protein_coding"
"ENSG00000010295","IFFO1","intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:HGNC:24970]","protein_coding"
"ENSG00000010310","GIPR","gastric inhibitory polypeptide receptor [Source:HGNC Symbol;Acc:HGNC:4271]","protein_coding"
"ENSG00000010318","PHF7","PHD finger protein 7 [Source:HGNC Symbol;Acc:HGNC:18458]","protein_coding"
"ENSG00000010319","SEMA3G","semaphorin 3G [Source:HGNC Symbol;Acc:HGNC:30400]","protein_coding"
"ENSG00000010322","NISCH","nischarin [Source:HGNC Symbol;Acc:HGNC:18006]","protein_coding"
"ENSG00000010327","STAB1","stabilin 1 [Source:HGNC Symbol;Acc:HGNC:18628]","protein_coding"
"ENSG00000010361","FUZ","fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:26219]","protein_coding"
"ENSG00000010379","SLC6A13","solute carrier family 6 member 13 [Source:HGNC Symbol;Acc:HGNC:11046]","protein_coding"
"ENSG00000010404","IDS","iduronate 2-sulfatase [Source:HGNC Symbol;Acc:HGNC:5389]","protein_coding"
"ENSG00000010438","PRSS3","serine protease 3 [Source:HGNC Symbol;Acc:HGNC:9486]","protein_coding"
"ENSG00000010539","ZNF200","zinc finger protein 200 [Source:HGNC Symbol;Acc:HGNC:12993]","protein_coding"
"ENSG00000010610","CD4","CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]","protein_coding"
"ENSG00000010626","LRRC23","leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:HGNC:19138]","protein_coding"
"ENSG00000010671","BTK","Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1133]","protein_coding"
"ENSG00000010704","HFE","homeostatic iron regulator [Source:HGNC Symbol;Acc:HGNC:4886]","protein_coding"
"ENSG00000010803","SCMH1","Scm polycomb group protein homolog 1 [Source:HGNC Symbol;Acc:HGNC:19003]","protein_coding"
"ENSG00000010810","FYN","FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]","protein_coding"
"ENSG00000010818","HIVEP2","HIVEP zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:4921]","protein_coding"
"ENSG00000011007","ELOA","elongin A [Source:HGNC Symbol;Acc:HGNC:11620]","protein_coding"
"ENSG00000011009","LYPLA2","lysophospholipase 2 [Source:HGNC Symbol;Acc:HGNC:6738]","protein_coding"
"ENSG00000011021","CLCN6","chloride voltage-gated channel 6 [Source:HGNC Symbol;Acc:HGNC:2024]","protein_coding"
"ENSG00000011028","MRC2","mannose receptor C type 2 [Source:HGNC Symbol;Acc:HGNC:16875]","protein_coding"
"ENSG00000011052","NME1-NME2","NME1-NME2 readthrough [Source:HGNC Symbol;Acc:HGNC:33531]","protein_coding"
"ENSG00000011083","SLC6A7","solute carrier family 6 member 7 [Source:HGNC Symbol;Acc:HGNC:11054]","protein_coding"
"ENSG00000011105","TSPAN9","tetraspanin 9 [Source:HGNC Symbol;Acc:HGNC:21640]","protein_coding"
"ENSG00000011114","BTBD7","BTB domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18269]","protein_coding"
"ENSG00000011132","APBA3","amyloid beta precursor protein binding family A member 3 [Source:HGNC Symbol;Acc:HGNC:580]","protein_coding"
"ENSG00000011143","MKS1","MKS transition zone complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:7121]","protein_coding"
"ENSG00000011198","ABHD5","abhydrolase domain containing 5, lysophosphatidic acid acyltransferase [Source:HGNC Symbol;Acc:HGNC:21396]","protein_coding"
"ENSG00000011201","ANOS1","anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]","protein_coding"
"ENSG00000011243","AKAP8L","A-kinase anchoring protein 8 like [Source:HGNC Symbol;Acc:HGNC:29857]","protein_coding"
"ENSG00000011258","MBTD1","mbt domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19866]","protein_coding"
"ENSG00000011260","UTP18","UTP18 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24274]","protein_coding"
"ENSG00000011275","RNF216","ring finger protein 216 [Source:HGNC Symbol;Acc:HGNC:21698]","protein_coding"
"ENSG00000011295","TTC19","tetratricopeptide repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:26006]","protein_coding"
"ENSG00000011304","PTBP1","polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9583]","protein_coding"
"ENSG00000011332","DPF1","double PHD fingers 1 [Source:HGNC Symbol;Acc:HGNC:20225]","protein_coding"
"ENSG00000011347","SYT7","synaptotagmin 7 [Source:HGNC Symbol;Acc:HGNC:11514]","protein_coding"
"ENSG00000011376","LARS2","leucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17095]","protein_coding"
"ENSG00000011405","PIK3C2A","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8971]","protein_coding"
"ENSG00000011422","PLAUR","plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]","protein_coding"
"ENSG00000011426","ANLN","anillin actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]","protein_coding"
"ENSG00000011451","WIZ","WIZ zinc finger [Source:HGNC Symbol;Acc:HGNC:30917]","protein_coding"
"ENSG00000011454","RABGAP1","RAB GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17155]","protein_coding"
"ENSG00000011465","DCN","decorin [Source:HGNC Symbol;Acc:HGNC:2705]","protein_coding"
"ENSG00000011478","QPCTL","glutaminyl-peptide cyclotransferase like [Source:HGNC Symbol;Acc:HGNC:25952]","protein_coding"
"ENSG00000011485","PPP5C","protein phosphatase 5 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9322]","protein_coding"
"ENSG00000011523","CEP68","centrosomal protein 68 [Source:HGNC Symbol;Acc:HGNC:29076]","protein_coding"
"ENSG00000011566","MAP4K3","mitogen-activated protein kinase kinase kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6865]","protein_coding"
"ENSG00000011600","TYROBP","transmembrane immune signaling adaptor TYROBP [Source:HGNC Symbol;Acc:HGNC:12449]","protein_coding"
"ENSG00000011638","LDAF1","lipid droplet assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30136]","protein_coding"
"ENSG00000011677","GABRA3","gamma-aminobutyric acid type A receptor subunit alpha3 [Source:HGNC Symbol;Acc:HGNC:4077]","protein_coding"
"ENSG00000012048","BRCA1","BRCA1 DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1100]","protein_coding"
"ENSG00000012061","ERCC1","ERCC excision repair 1, endonuclease non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:3433]","protein_coding"
"ENSG00000012124","CD22","CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]","protein_coding"
"ENSG00000012171","SEMA3B","semaphorin 3B [Source:HGNC Symbol;Acc:HGNC:10724]","protein_coding"
"ENSG00000012174","MBTPS2","membrane bound transcription factor peptidase, site 2 [Source:HGNC Symbol;Acc:HGNC:15455]","protein_coding"
"ENSG00000012211","PRICKLE3","prickle planar cell polarity protein 3 [Source:HGNC Symbol;Acc:HGNC:6645]","protein_coding"
"ENSG00000012232","EXTL3","exostosin like glycosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:3518]","protein_coding"
"ENSG00000012660","ELOVL5","ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:HGNC:21308]","protein_coding"
"ENSG00000012779","ALOX5","arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:435]","protein_coding"
"ENSG00000012822","CALCOCO1","calcium binding and coiled-coil domain 1 [Source:HGNC Symbol;Acc:HGNC:29306]","protein_coding"
"ENSG00000012963","UBR7","ubiquitin protein ligase E3 component n-recognin 7 [Source:HGNC Symbol;Acc:HGNC:20344]","protein_coding"
"ENSG00000012983","MAP4K5","mitogen-activated protein kinase kinase kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6867]","protein_coding"
"ENSG00000013016","EHD3","EH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:3244]","protein_coding"
"ENSG00000013275","PSMC4","proteasome 26S subunit, ATPase 4 [Source:HGNC Symbol;Acc:HGNC:9551]","protein_coding"
"ENSG00000013288","MAN2B2","mannosidase alpha class 2B member 2 [Source:HGNC Symbol;Acc:HGNC:29623]","protein_coding"
"ENSG00000013293","SLC7A14","solute carrier family 7 member 14 [Source:HGNC Symbol;Acc:HGNC:29326]","protein_coding"
"ENSG00000013297","CLDN11","claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]","protein_coding"
"ENSG00000013306","SLC25A39","solute carrier family 25 member 39 [Source:HGNC Symbol;Acc:HGNC:24279]","protein_coding"
"ENSG00000013364","MVP","major vault protein [Source:HGNC Symbol;Acc:HGNC:7531]","protein_coding"
"ENSG00000013374","NUB1","negative regulator of ubiquitin like proteins 1 [Source:HGNC Symbol;Acc:HGNC:17623]","protein_coding"
"ENSG00000013375","PGM3","phosphoglucomutase 3 [Source:HGNC Symbol;Acc:HGNC:8907]","protein_coding"
"ENSG00000013392","RWDD2A","RWD domain containing 2A [Source:HGNC Symbol;Acc:HGNC:21385]","protein_coding"
"ENSG00000013441","CLK1","CDC like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2068]","protein_coding"
"ENSG00000013503","POLR3B","RNA polymerase III subunit B [Source:HGNC Symbol;Acc:HGNC:30348]","protein_coding"
"ENSG00000013523","ANGEL1","angel homolog 1 [Source:HGNC Symbol;Acc:HGNC:19961]","protein_coding"
"ENSG00000013561","RNF14","ring finger protein 14 [Source:HGNC Symbol;Acc:HGNC:10058]","protein_coding"
"ENSG00000013563","DNASE1L1","deoxyribonuclease 1 like 1 [Source:HGNC Symbol;Acc:HGNC:2957]","protein_coding"
"ENSG00000013573","DDX11","DEAD/H-box helicase 11 [Source:HGNC Symbol;Acc:HGNC:2736]","protein_coding"
"ENSG00000013583","HEBP1","heme binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17176]","protein_coding"
"ENSG00000013588","GPRC5A","G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]","protein_coding"
"ENSG00000013619","MAMLD1","mastermind like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:2568]","protein_coding"
"ENSG00000013725","CD6","CD6 molecule [Source:HGNC Symbol;Acc:HGNC:1691]","protein_coding"
"ENSG00000013810","TACC3","transforming acidic coiled-coil containing protein 3 [Source:HGNC Symbol;Acc:HGNC:11524]","protein_coding"
"ENSG00000014123","UFL1","UFM1 specific ligase 1 [Source:HGNC Symbol;Acc:HGNC:23039]","protein_coding"
"ENSG00000014138","POLA2","DNA polymerase alpha 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:30073]","protein_coding"
"ENSG00000014164","ZC3H3","zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:HGNC:28972]","protein_coding"
"ENSG00000014216","CAPN1","calpain 1 [Source:HGNC Symbol;Acc:HGNC:1476]","protein_coding"
"ENSG00000014257","ACP3","acid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:125]","protein_coding"
"ENSG00000014641","MDH1","malate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6970]","protein_coding"
"ENSG00000014824","SLC30A9","solute carrier family 30 member 9 [Source:HGNC Symbol;Acc:HGNC:1329]","protein_coding"
"ENSG00000014914","MTMR11","myotubularin related protein 11 [Source:HGNC Symbol;Acc:HGNC:24307]","protein_coding"
"ENSG00000014919","COX15","cytochrome c oxidase assembly homolog COX15 [Source:HGNC Symbol;Acc:HGNC:2263]","protein_coding"
"ENSG00000015133","CCDC88C","coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]","protein_coding"
"ENSG00000015153","YAF2","YY1 associated factor 2 [Source:HGNC Symbol;Acc:HGNC:17363]","protein_coding"
"ENSG00000015171","ZMYND11","zinc finger MYND-type containing 11 [Source:HGNC Symbol;Acc:HGNC:16966]","protein_coding"
"ENSG00000015285","WAS","WASP actin nucleation promoting factor [Source:HGNC Symbol;Acc:HGNC:12731]","protein_coding"
"ENSG00000015475","BID","BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:HGNC:1050]","protein_coding"
"ENSG00000015479","MATR3","matrin 3 [Source:HGNC Symbol;Acc:HGNC:6912]","protein_coding"
"ENSG00000015532","XYLT2","xylosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15517]","protein_coding"
"ENSG00000015568","RGPD5","RANBP2 like and GRIP domain containing 5 [Source:HGNC Symbol;Acc:HGNC:32418]","protein_coding"
"ENSG00000015592","STMN4","stathmin 4 [Source:HGNC Symbol;Acc:HGNC:16078]","protein_coding"
"ENSG00000015676","NUDCD3","NudC domain containing 3 [Source:HGNC Symbol;Acc:HGNC:22208]","protein_coding"
"ENSG00000016391","CHDH","choline dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24288]","protein_coding"
"ENSG00000016402","IL20RA","interleukin 20 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6003]","protein_coding"
"ENSG00000016602","CLCA4","chloride channel accessory 4 [Source:HGNC Symbol;Acc:HGNC:2018]","protein_coding"
"ENSG00000016864","GLT8D1","glycosyltransferase 8 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24870]","protein_coding"
"ENSG00000017260","ATP2C1","ATPase secretory pathway Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:13211]","protein_coding"
"ENSG00000017427","IGF1","insulin like growth factor 1 [Source:HGNC Symbol;Acc:HGNC:5464]","protein_coding"
"ENSG00000017483","SLC38A5","solute carrier family 38 member 5 [Source:HGNC Symbol;Acc:HGNC:18070]","protein_coding"
"ENSG00000017797","RALBP1","ralA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9841]","protein_coding"
"ENSG00000018189","RUFY3","RUN and FYVE domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30285]","protein_coding"
"ENSG00000018236","CNTN1","contactin 1 [Source:HGNC Symbol;Acc:HGNC:2171]","protein_coding"
"ENSG00000018280","SLC11A1","solute carrier family 11 member 1 [Source:HGNC Symbol;Acc:HGNC:10907]","protein_coding"
"ENSG00000018408","WWTR1","WW domain containing transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:24042]","protein_coding"
"ENSG00000018510","AGPS","alkylglycerone phosphate synthase [Source:HGNC Symbol;Acc:HGNC:327]","protein_coding"
"ENSG00000018607","ZNF285CP","zinc finger protein 285C, pseudogene [Source:HGNC Symbol;Acc:HGNC:33228]","transcribed_unprocessed_pseudogene"
"ENSG00000018610","STEEP1","STING1 ER exit protein 1 [Source:HGNC Symbol;Acc:HGNC:26239]","protein_coding"
"ENSG00000018625","ATP1A2","ATPase Na+/K+ transporting subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:800]","protein_coding"
"ENSG00000018699","TTC27","tetratricopeptide repeat domain 27 [Source:HGNC Symbol;Acc:HGNC:25986]","protein_coding"
"ENSG00000018869","ZNF582","zinc finger protein 582 [Source:HGNC Symbol;Acc:HGNC:26421]","protein_coding"
"ENSG00000019144","PHLDB1","pleckstrin homology like domain family B member 1 [Source:HGNC Symbol;Acc:HGNC:23697]","protein_coding"
"ENSG00000019485","PRDM11","PR/SET domain 11 [Source:HGNC Symbol;Acc:HGNC:13996]","protein_coding"
"ENSG00000019505","SYT13","synaptotagmin 13 [Source:HGNC Symbol;Acc:HGNC:14962]","protein_coding"
"ENSG00000019549","SNAI2","snail family transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:11094]","protein_coding"
"ENSG00000019582","CD74","CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]","protein_coding"
"ENSG00000019991","HGF","hepatocyte growth factor [Source:HGNC Symbol;Acc:HGNC:4893]","protein_coding"
"ENSG00000019995","ZRANB1","zinc finger RANBP2-type containing 1 [Source:HGNC Symbol;Acc:HGNC:18224]","protein_coding"
"ENSG00000020129","NCDN","neurochondrin [Source:HGNC Symbol;Acc:HGNC:17597]","protein_coding"
"ENSG00000020181","ADGRA2","adhesion G protein-coupled receptor A2 [Source:HGNC Symbol;Acc:HGNC:17849]","protein_coding"
"ENSG00000020256","ZFP64","ZFP64 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:15940]","protein_coding"
"ENSG00000020426","MNAT1","MNAT1 component of CDK activating kinase [Source:HGNC Symbol;Acc:HGNC:7181]","protein_coding"
"ENSG00000020577","SAMD4A","sterile alpha motif domain containing 4A [Source:HGNC Symbol;Acc:HGNC:23023]","protein_coding"
"ENSG00000020633","RUNX3","RUNX family transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10473]","protein_coding"
"ENSG00000020922","MRE11","MRE11 homolog, double strand break repair nuclease [Source:HGNC Symbol;Acc:HGNC:7230]","protein_coding"
"ENSG00000021300","PLEKHB1","pleckstrin homology domain containing B1 [Source:HGNC Symbol;Acc:HGNC:19079]","protein_coding"
"ENSG00000021355","SERPINB1","serpin family B member 1 [Source:HGNC Symbol;Acc:HGNC:3311]","protein_coding"
"ENSG00000021461","CYP3A43","cytochrome P450 family 3 subfamily A member 43 [Source:HGNC Symbol;Acc:HGNC:17450]","protein_coding"
"ENSG00000021574","SPAST","spastin [Source:HGNC Symbol;Acc:HGNC:11233]","protein_coding"
"ENSG00000021645","NRXN3","neurexin 3 [Source:HGNC Symbol;Acc:HGNC:8010]","protein_coding"
"ENSG00000021762","OSBPL5","oxysterol binding protein like 5 [Source:HGNC Symbol;Acc:HGNC:16392]","protein_coding"
"ENSG00000021776","AQR","aquarius intron-binding spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:29513]","protein_coding"
"ENSG00000021826","CPS1","carbamoyl-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:2323]","protein_coding"
"ENSG00000022267","FHL1","four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702]","protein_coding"
"ENSG00000022277","RTF2","replication termination factor 2 [Source:HGNC Symbol;Acc:HGNC:15890]","protein_coding"
"ENSG00000022355","GABRA1","gamma-aminobutyric acid type A receptor subunit alpha1 [Source:HGNC Symbol;Acc:HGNC:4075]","protein_coding"
"ENSG00000022556","NLRP2","NLR family pyrin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:22948]","protein_coding"
"ENSG00000022567","SLC45A4","solute carrier family 45 member 4 [Source:HGNC Symbol;Acc:HGNC:29196]","protein_coding"
"ENSG00000022840","RNF10","ring finger protein 10 [Source:HGNC Symbol;Acc:HGNC:10055]","protein_coding"
"ENSG00000022976","ZNF839","zinc finger protein 839 [Source:HGNC Symbol;Acc:HGNC:20345]","protein_coding"
"ENSG00000023041","ZDHHC6","zinc finger DHHC-type palmitoyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:19160]","protein_coding"
"ENSG00000023171","GRAMD1B","GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214]","protein_coding"
"ENSG00000023191","RNH1","ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:10074]","protein_coding"
"ENSG00000023228","NDUFS1","NADH:ubiquinone oxidoreductase core subunit S1 [Source:HGNC Symbol;Acc:HGNC:7707]","protein_coding"
"ENSG00000023287","RB1CC1","RB1 inducible coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:15574]","protein_coding"
"ENSG00000023318","ERP44","endoplasmic reticulum protein 44 [Source:HGNC Symbol;Acc:HGNC:18311]","protein_coding"
"ENSG00000023330","ALAS1","5'-aminolevulinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:396]","protein_coding"
"ENSG00000023445","BIRC3","baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:591]","protein_coding"
"ENSG00000023516","AKAP11","A-kinase anchoring protein 11 [Source:HGNC Symbol;Acc:HGNC:369]","protein_coding"
"ENSG00000023572","GLRX2","glutaredoxin 2 [Source:HGNC Symbol;Acc:HGNC:16065]","protein_coding"
"ENSG00000023608","SNAPC1","small nuclear RNA activating complex polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:11134]","protein_coding"
"ENSG00000023697","DERA","deoxyribose-phosphate aldolase [Source:HGNC Symbol;Acc:HGNC:24269]","protein_coding"
"ENSG00000023734","STRAP","serine/threonine kinase receptor associated protein [Source:HGNC Symbol;Acc:HGNC:30796]","protein_coding"
"ENSG00000023839","ABCC2","ATP binding cassette subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:53]","protein_coding"
"ENSG00000023892","DEF6","DEF6 guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:2760]","protein_coding"
"ENSG00000023902","PLEKHO1","pleckstrin homology domain containing O1 [Source:HGNC Symbol;Acc:HGNC:24310]","protein_coding"
"ENSG00000023909","GCLM","glutamate-cysteine ligase modifier subunit [Source:HGNC Symbol;Acc:HGNC:4312]","protein_coding"
"ENSG00000024048","UBR2","ubiquitin protein ligase E3 component n-recognin 2 [Source:HGNC Symbol;Acc:HGNC:21289]","protein_coding"
"ENSG00000024422","EHD2","EH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3243]","protein_coding"
